time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1.2000000000000006,3.8321791404328254,9.71087526432643,9.65264249306335,3.901307105339022,3.028751260192763,0.0,-1.8095386714192396,11.05712873323365,-2.5452068359113045,-0.07231228527223309,-0.006059060885144902,0.0,420.4803478943321,421.9344849607525,420.9889105584556,420.39326751866133
1.2600000000000007,3.7211489638747177,10.39241802491305,9.495628960931501,3.8974436197430364,3.02811963029486,0.0,-1.891331910518704,11.661314703581445,-2.690809743547916,-0.051995917158791774,-0.021433012451438357,0.0,485.5551397269561,484.40031645951217,484.4335163955774,485.95625671649094
1.3200000000000007,3.6055335222414495,11.108484828669857,9.327486843405023,3.894294459314139,3.026872147867673,0.0,-1.9624992669728598,12.2084526343712,-2.916066819133294,-0.0534842768380572,-0.019538133066417784,0.0,458.7277517060557,458.8782554710337,459.03878774841775,458.91894409228735
1.3800000000000008,3.485800479839112,11.856692148857405,9.14445096154692,3.8911550902339336,3.0256802440615242,0.0,-2.0285974191330625,12.73302703562327,-3.187211593117698,-0.05009639377866552,-0.02052701767985159,0.0,445.67087720458625,445.5900587894774,445.4003703985877,445.6756537419666
1.4400000000000008,3.3620987523608976,12.63665731545139,8.944736219780387,3.8880337829858256,3.024118481045809,0.0,-2.094804466941856,13.267234318972298,-3.4721650643934936,-0.0561794274594346,-0.04028545106364871,0.0,446.63148223491316,445.01649686560364,446.2029877754468,445.704237934728
1.5000000000000009,3.234202812630316,13.450190838423806,8.728780765059327,3.8849297034373365,3.0215820381115073,0.0,-2.1684844165955672,13.851914894304397,-3.7289351720292596,-0.04407007342770073,-0.04658026660740476,0.0,464.4211945531227,463.92618769482027,463.97438922094494,464.9227082633344
1.560000000000001,3.1024280235899124,14.295965440827231,8.493470155282994,3.8821857343616113,3.020192958880033,0.0,-2.2241056250923723,14.342836744205112,-4.116889486993525,-0.04928371221008183,0.0031179933788973505,0.0,412.30308690572986,416.671478415221,415.56897778031004,415.11019908798227
1.620000000000001,2.9668558898717015,15.174185073598087,8.23719263515113,3.879208516678279,3.020441904179293,0.0,-2.2948155036607365,14.93314841367644,-4.428454905643119,-0.05030186250250794,0.00613551609611179,0.0,454.95973878640604,455.2012591241619,455.12169086423893,455.0386991210393
1.680000000000001,2.8271065353156417,16.088067062731042,7.961452023231097,3.8758615308032933,3.021870092621663,0.0,-2.3632856307922405,15.531918746869437,-4.765757706217038,-0.06996076909024808,0.04593579212914396,0.0,450.6328963316358,453.8396608893184,453.15026733687716,451.5646038662833
1.740000000000001,2.6830693389475764,17.03969896149826,7.666361724811426,3.87207715587604,3.025724258167676,0.0,-2.4374575391012563,16.191564094100446,-5.073767502247075,-0.05199315892375311,0.0868649224952141,0.0,470.7434533316699,473.9032061892066,471.6824272605603,473.0655913668815
